Invoice ID,Branch,City,Customer type,Gender,Product line,Total,Date,Payment
400-89-4171,C,Warsaw,Normal,Female,Sports and travel,680.148,2019-01-28,Cash
575-67-1508,A,London,Normal,Male,Electronic accessories,40.53,2019-01-29,Ewallet
816-72-8853,A,London,Member,Female,Sports and travel,146.6325,2019-01-29,Cash
606-80-4905,C,Warsaw,Member,Female,Sports and travel,120.645,2019-01-29,Credit card
862-17-9201,B,Berlin,Normal,Female,Food and beverages,529.515,2019-01-29,Credit card
746-94-0204,A,London,Normal,Male,Fashion accessories,786.618,2019-01-29,Credit card
800-09-8606,A,London,Member,Female,Home and lifestyle,458.6925,2019-01-29,Cash
137-63-5492,C,Warsaw,Normal,Male,Electronic accessories,616.98,2019-01-29,Ewallet
382-25-8917,C,Warsaw,Normal,Male,Fashion accessories,265.10400000000004,2019-01-29,Cash
233-67-5758,C,Warsaw,Normal,Male,Health and beauty,42.3675,2019-01-29,Ewallet
110-48-7033,B,Berlin,Member,Male,Fashion accessories,137.004,2019-01-29,Cash
569-76-2760,A,London,Member,Female,Sports and travel,92.442,2019-01-29,Credit card
343-61-3544,B,Berlin,Member,Male,Sports and travel,280.035,2019-01-29,Cash
423-80-0988,C,Warsaw,Normal,Male,Sports and travel,160.44,2019-01-30,Ewallet
664-14-2882,C,Warsaw,Member,Female,Home and lifestyle,55.2825,2019-01-30,Credit card
416-13-5917,C,Warsaw,Normal,Female,Food and beverages,509.4075,2019-01-30,Ewallet
556-72-8512,C,Warsaw,Normal,Male,Home and lifestyle,24.108,2019-01-30,Cash
283-26-5248,C,Warsaw,Member,Female,Food and beverages,1034.46,2019-01-30,Ewallet
182-69-8360,B,Berlin,Normal,Female,Electronic accessories,99.33,2019-01-30,Credit card
862-29-5914,C,Warsaw,Normal,Female,Sports and travel,23.499,2019-01-30,Credit card
804-38-3935,A,London,Member,Male,Electronic accessories,295.407,2019-01-30,Credit card
134-54-4720,B,Berlin,Normal,Female,Electronic accessories,356.3280000000001,2019-01-30,Ewallet
457-94-0464,B,Berlin,Member,Male,Electronic accessories,830.3715,2019-01-31,Ewallet
525-09-8450,B,Berlin,Normal,Male,Electronic accessories,757.365,2019-01-31,Credit card
522-57-8364,A,London,Member,Male,Fashion accessories,431.256,2019-01-31,Ewallet
532-59-7201,B,Berlin,Member,Male,Sports and travel,503.559,2019-01-31,Cash
187-83-5490,A,London,Member,Male,Electronic accessories,87.234,2019-01-31,Cash
525-88-7307,B,Berlin,Member,Male,Sports and travel,79.611,2019-01-31,Cash
834-45-5519,B,Berlin,Normal,Female,Electronic accessories,180.6,2019-01-31,Ewallet
366-93-0948,A,London,Member,Male,Electronic accessories,69.6675,2019-01-31,Credit card
226-71-3580,C,Warsaw,Normal,Female,Sports and travel,224.4375,2019-01-31,Cash
735-32-9839,C,Warsaw,Member,Male,Fashion accessories,829.08,2019-01-31,Ewallet
239-36-3640,B,Berlin,Normal,Male,Electronic accessories,285.705,2019-01-31,Ewallet
583-72-1480,C,Warsaw,Member,Male,Electronic accessories,155.65200000000004,2019-01-31,Ewallet
189-55-2313,C,Warsaw,Normal,Female,Fashion accessories,652.89,2019-01-31,Ewallet
286-75-7818,B,Berlin,Normal,Male,Fashion accessories,145.06799999999996,2019-01-31,Credit card
443-82-0585,A,London,Member,Female,Health and beauty,326.256,2019-02-01,Cash
870-76-1733,A,London,Member,Female,Food and beverages,74.7075,2019-02-01,Credit card
105-31-1824,A,London,Member,Male,Sports and travel,510.972,2019-02-01,Credit card
237-01-6122,C,Warsaw,Member,Female,Home and lifestyle,763.4655,2019-02-01,Credit card
551-21-3069,C,Warsaw,Normal,Female,Electronic accessories,218.0115,2019-02-01,Cash
358-88-9262,C,Warsaw,Member,Female,Food and beverages,551.124,2019-02-01,Ewallet
642-32-2990,A,London,Normal,Female,Food and beverages,115.08,2019-02-02,Ewallet
554-53-8700,C,Warsaw,Member,Male,Home and lifestyle,117.831,2019-02-02,Cash
382-03-4532,A,London,Member,Female,Health and beauty,19.2465,2019-02-02,Cash
376-56-3573,C,Warsaw,Normal,Female,Fashion accessories,400.764,2019-02-02,Ewallet
845-51-0542,B,Berlin,Member,Male,Food and beverages,439.8975,2019-02-02,Ewallet
376-02-8238,B,Berlin,Normal,Male,Home and lifestyle,788.508,2019-02-02,Credit card
420-18-8989,A,London,Member,Female,Sports and travel,432.768,2019-02-02,Cash
390-17-5806,C,Warsaw,Member,Female,Food and beverages,40.341,2019-02-02,Cash
201-86-2184,B,Berlin,Member,Female,Electronic accessories,193.011,2019-02-02,Cash
717-96-4189,C,Warsaw,Normal,Female,Electronic accessories,223.587,2019-02-02,Cash
405-31-3305,A,London,Member,Male,Fashion accessories,452.865,2019-02-02,Credit card
418-05-0656,B,Berlin,Normal,Female,Fashion accessories,187.866,2019-02-02,Cash
541-08-3113,C,Warsaw,Normal,Male,Food and beverages,554.148,2019-02-02,Cash
756-93-1854,C,Warsaw,Member,Female,Fashion accessories,175.035,2019-02-02,Credit card
718-57-9773,C,Warsaw,Normal,Female,Sports and travel,517.965,2019-02-03,Credit card
566-71-1091,A,London,Normal,Male,Fashion accessories,404.355,2019-02-03,Cash
430-60-3493,A,London,Member,Female,Home and lifestyle,697.368,2019-02-03,Cash
639-76-1242,C,Warsaw,Normal,Male,Food and beverages,212.73,2019-02-03,Cash
326-71-2155,C,Warsaw,Normal,Female,Sports and travel,310.59,2019-02-03,Cash
190-59-3964,B,Berlin,Member,Male,Food and beverages,247.59,2019-02-03,Credit card
347-34-2234,B,Berlin,Member,Female,Sports and travel,520.4115,2019-02-03,Ewallet
676-10-2200,B,Berlin,Member,Male,Fashion accessories,56.469,2019-02-03,Ewallet
322-02-2271,B,Berlin,Normal,Female,Sports and travel,135.3555,2019-02-03,Cash
277-63-2961,B,Berlin,Member,Male,Sports and travel,77.6685,2019-02-03,Credit card
585-86-8361,A,London,Normal,Female,Food and beverages,143.22,2019-02-03,Credit card
326-78-5178,C,Warsaw,Member,Male,Food and beverages,671.79,2019-02-03,Cash
443-59-0061,A,London,Member,Male,Food and beverages,708.225,2019-02-03,Ewallet
742-04-5161,A,London,Member,Male,Home and lifestyle,764.19,2019-02-03,Cash
236-86-3015,C,Warsaw,Member,Male,Home and lifestyle,14.679,2019-02-04,Ewallet
441-94-7118,A,London,Member,Male,Electronic accessories,75.5475,2019-02-04,Cash
198-66-9832,B,Berlin,Member,Female,Fashion accessories,151.284,2019-02-04,Cash
268-20-3585,C,Warsaw,Normal,Female,Health and beauty,130.8825,2019-02-04,Ewallet
695-28-6250,A,London,Normal,Female,Sports and travel,226.065,2019-02-04,Ewallet
434-35-9162,B,Berlin,Member,Male,Food and beverages,98.028,2019-02-04,Ewallet
518-17-2983,A,London,Normal,Female,Fashion accessories,204.246,2019-02-04,Ewallet
627-95-3243,B,Berlin,Member,Female,Home and lifestyle,734.076,2019-02-04,Ewallet
745-71-3520,A,London,Member,Female,Electronic accessories,185.367,2019-02-04,Cash
151-33-7434,B,Berlin,Normal,Female,Food and beverages,71.1585,2019-02-04,Credit card
404-91-5964,A,London,Normal,Male,Electronic accessories,548.163,2019-02-04,Credit card
479-26-8945,B,Berlin,Member,Female,Sports and travel,34.629,2019-02-05,Ewallet
210-57-1719,B,Berlin,Normal,Female,Health and beauty,550.368,2019-02-05,Cash
374-17-3652,B,Berlin,Member,Female,Food and beverages,404.649,2019-02-05,Credit card
409-49-6995,C,Warsaw,Member,Female,Food and beverages,297.801,2019-02-05,Cash
880-35-0356,A,London,Member,Female,Sports and travel,236.88,2019-02-05,Ewallet
729-09-9681,A,London,Member,Male,Home and lifestyle,163.233,2019-02-05,Ewallet
325-89-4209,A,London,Member,Male,Food and beverages,92.295,2019-02-05,Ewallet
307-04-2070,A,London,Member,Female,Fashion accessories,32.151,2019-02-05,Credit card
181-94-6432,C,Warsaw,Member,Male,Fashion accessories,145.593,2019-02-05,Ewallet
324-92-3863,A,London,Member,Male,Electronic accessories,43.869,2019-02-05,Cash
338-65-2210,C,Warsaw,Member,Female,Health and beauty,720.3,2019-02-05,Cash
210-67-5886,C,Warsaw,Member,Female,Health and beauty,309.3615,2019-02-05,Credit card
512-91-0811,C,Warsaw,Normal,Male,Health and beauty,94.2375,2019-02-06,Credit card
183-56-6882,C,Warsaw,Member,Female,Food and beverages,417.564,2019-02-06,Ewallet
373-88-1424,C,Warsaw,Member,Male,Home and lifestyle,188.0025,2019-02-06,Ewallet
857-67-9057,B,Berlin,Normal,Male,Electronic accessories,240.975,2019-02-06,Ewallet
609-81-8548,A,London,Member,Female,Home and lifestyle,235.872,2019-02-06,Credit card
258-92-7466,A,London,Normal,Female,Health and beauty,187.32,2019-02-06,Credit card
875-46-5808,B,Berlin,Member,Male,Health and beauty,271.95,2019-02-06,Ewallet
727-46-3608,B,Berlin,Member,Female,Food and beverages,189.0945,2019-02-06,Ewallet
471-06-8611,C,Warsaw,Normal,Female,Food and beverages,55.041,2019-02-06,Credit card
351-62-0822,B,Berlin,Member,Female,Fashion accessories,60.816,2019-02-06,Ewallet
149-14-0304,C,Warsaw,Member,Female,Health and beauty,239.4,2019-02-06,Cash
811-35-1094,B,Berlin,Member,Male,Electronic accessories,317.835,2019-02-06,Credit card
595-86-2894,C,Warsaw,Member,Male,Fashion accessories,407.316,2019-02-06,Ewallet
744-82-9138,C,Warsaw,Normal,Male,Fashion accessories,180.873,2019-02-07,Cash
421-95-9805,A,London,Normal,Female,Electronic accessories,30.408,2019-02-07,Credit card
252-56-2699,A,London,Normal,Male,Food and beverages,453.495,2019-02-07,Ewallet
533-33-5337,B,Berlin,Normal,Male,Electronic accessories,833.595,2019-02-07,Cash
868-81-1752,B,Berlin,Normal,Male,Home and lifestyle,208.08900000000003,2019-02-07,Cash
583-41-4548,C,Warsaw,Normal,Male,Home and lifestyle,122.5245,2019-02-07,Ewallet
827-44-5872,B,Berlin,Member,Female,Food and beverages,570.78,2019-02-07,Credit card
810-60-6344,C,Warsaw,Normal,Female,Electronic accessories,343.224,2019-02-07,Credit card
784-21-9238,C,Warsaw,Member,Male,Sports and travel,10.6785,2019-02-07,Cash
626-43-7888,C,Warsaw,Normal,Female,Fashion accessories,507.444,2019-02-07,Ewallet
635-40-6220,A,London,Normal,Male,Health and beauty,752.64,2019-02-07,Ewallet
648-94-3045,C,Warsaw,Normal,Male,Health and beauty,618.975,2019-02-07,Ewallet
453-33-6436,A,London,Normal,Female,Home and lifestyle,782.2080000000002,2019-02-07,Cash
374-38-5555,B,Berlin,Normal,Female,Fashion accessories,334.4775,2019-02-07,Ewallet
114-35-5271,B,Berlin,Normal,Female,Electronic accessories,486.444,2019-02-07,Cash
214-17-6927,C,Warsaw,Normal,Female,Food and beverages,103.824,2019-02-07,Ewallet
641-96-3695,C,Warsaw,Member,Female,Fashion accessories,273.798,2019-02-07,Ewallet
430-02-3888,B,Berlin,Normal,Male,Electronic accessories,289.926,2019-02-07,Cash
560-49-6611,A,London,Member,Female,Sports and travel,47.859,2019-02-07,Cash
380-94-4661,C,Warsaw,Member,Male,Electronic accessories,276.948,2019-02-07,Credit card
354-25-5821,B,Berlin,Member,Female,Sports and travel,435.456,2019-02-08,Cash
271-88-8734,C,Warsaw,Member,Female,Fashion accessories,1020.705,2019-02-08,Credit card
732-04-5373,B,Berlin,Member,Male,Home and lifestyle,195.174,2019-02-08,Cash
687-47-8271,A,London,Normal,Male,Fashion accessories,1039.29,2019-02-08,Credit card
649-29-6775,B,Berlin,Normal,Male,Fashion accessories,35.196,2019-02-08,Cash
373-73-7910,A,London,Normal,Male,Sports and travel,634.3785,2019-02-08,Ewallet
830-58-2383,B,Berlin,Normal,Male,Home and lifestyle,133.35,2019-02-08,Cash
440-59-5691,C,Warsaw,Member,Female,Health and beauty,273.0525,2019-02-08,Credit card
181-82-6255,B,Berlin,Normal,Female,Home and lifestyle,103.131,2019-02-08,Cash
815-04-6282,C,Warsaw,Member,Female,Sports and travel,341.0925,2019-02-08,Credit card
756-49-0168,A,London,Member,Male,Fashion accessories,20.685,2019-02-08,Ewallet
549-84-7482,B,Berlin,Normal,Female,Sports and travel,853.1460000000002,2019-02-08,Ewallet
146-09-5432,A,London,Member,Male,Food and beverages,331.1280000000001,2019-02-09,Ewallet
447-15-7839,A,London,Member,Female,Sports and travel,233.52,2019-02-09,Cash
509-10-0516,B,Berlin,Normal,Male,Home and lifestyle,193.074,2019-02-09,Ewallet
130-98-8941,C,Warsaw,Normal,Male,Fashion accessories,472.311,2019-02-09,Cash
200-40-6154,B,Berlin,Member,Male,Home and lifestyle,415.233,2019-02-09,Cash
602-80-9671,C,Warsaw,Member,Female,Home and lifestyle,100.485,2019-02-09,Credit card
866-05-7563,B,Berlin,Member,Female,Electronic accessories,256.41,2019-02-09,Cash
871-39-9221,C,Warsaw,Normal,Female,Electronic accessories,78.435,2019-02-09,Cash
746-19-0921,C,Warsaw,Normal,Male,Food and beverages,22.659,2019-02-09,Ewallet
747-58-7183,B,Berlin,Normal,Male,Fashion accessories,180.4005,2019-02-09,Ewallet
450-42-3339,C,Warsaw,Normal,Male,Health and beauty,888.405,2019-02-09,Credit card
727-02-1313,A,London,Member,Male,Food and beverages,33.431999999999995,2019-02-09,Cash
428-83-5800,C,Warsaw,Member,Female,Food and beverages,66.402,2019-02-09,Cash
448-34-8700,B,Berlin,Member,Male,Home and lifestyle,271.2885,2019-02-10,Ewallet
227-07-4446,C,Warsaw,Member,Female,Electronic accessories,820.365,2019-02-10,Cash
685-64-1609,A,London,Member,Female,Fashion accessories,316.47,2019-02-10,Ewallet
695-51-0018,B,Berlin,Normal,Female,Sports and travel,146.328,2019-02-10,Cash
378-07-7001,B,Berlin,Member,Male,Electronic accessories,151.4835,2019-02-10,Credit card
838-78-4295,C,Warsaw,Normal,Female,Health and beauty,70.28699999999999,2019-02-10,Ewallet
196-01-2849,C,Warsaw,Member,Female,Fashion accessories,539.3430000000002,2019-02-10,Cash
162-48-8011,A,London,Member,Female,Food and beverages,234.0975,2019-02-10,Cash
559-98-9873,A,London,Member,Female,Fashion accessories,394.3275,2019-02-10,Ewallet
669-54-1719,B,Berlin,Member,Male,Electronic accessories,119.259,2019-02-10,Credit card
400-60-7251,A,London,Normal,Male,Home and lifestyle,77.7735,2019-02-10,Ewallet
284-34-9626,B,Berlin,Normal,Female,Home and lifestyle,242.676,2019-02-11,Credit card
842-40-8179,B,Berlin,Member,Female,Food and beverages,810.6,2019-02-11,Credit card
534-53-3526,A,London,Normal,Female,Sports and travel,397.992,2019-02-11,Ewallet
866-99-7614,C,Warsaw,Normal,Male,Food and beverages,936.6,2019-02-11,Credit card
418-02-5978,B,Berlin,Normal,Female,Health and beauty,794.6505,2019-02-11,Cash
796-12-2025,C,Warsaw,Normal,Male,Fashion accessories,652.26,2019-02-11,Cash
401-09-4232,C,Warsaw,Member,Male,Home and lifestyle,455.1225,2019-02-11,Ewallet
531-56-4728,A,London,Normal,Male,Home and lifestyle,252.252,2019-02-11,Cash
365-64-0515,A,London,Normal,Female,Electronic accessories,246.4875,2019-02-12,Ewallet
549-03-9315,B,Berlin,Normal,Male,Fashion accessories,796.908,2019-02-12,Ewallet
287-83-1405,A,London,Normal,Male,Health and beauty,160.209,2019-02-12,Ewallet
373-14-0504,A,London,Member,Female,Sports and travel,150.423,2019-02-12,Ewallet
528-87-5606,B,Berlin,Member,Female,Electronic accessories,41.45399999999999,2019-02-12,Cash
641-51-2661,C,Warsaw,Member,Female,Food and beverages,914.55,2019-02-12,Credit card
885-56-0389,C,Warsaw,Member,Male,Fashion accessories,54.9675,2019-02-12,Cash
305-18-3552,B,Berlin,Member,Male,Home and lifestyle,633.99,2019-02-12,Cash
388-76-2555,B,Berlin,Normal,Male,Sports and travel,86.24700000000001,2019-02-13,Cash
767-54-1907,B,Berlin,Member,Female,Fashion accessories,155.19,2019-02-13,Cash
563-36-9814,A,London,Member,Male,Electronic accessories,80.661,2019-02-13,Ewallet
549-23-9016,C,Warsaw,Member,Female,Food and beverages,31.227,2019-02-13,Credit card
151-16-1484,A,London,Member,Male,Electronic accessories,135.45,2019-02-13,Ewallet
339-18-7061,C,Warsaw,Member,Female,Fashion accessories,195.258,2019-02-13,Credit card
139-52-2867,C,Warsaw,Normal,Female,Fashion accessories,165.4485,2019-02-13,Credit card
173-50-1108,B,Berlin,Member,Female,Sports and travel,84.756,2019-02-13,Credit card
528-14-9470,A,London,Member,Male,Health and beauty,95.865,2019-02-14,Ewallet
853-23-2453,B,Berlin,Member,Male,Health and beauty,318.108,2019-02-14,Cash
638-60-7125,A,London,Normal,Female,Electronic accessories,836.304,2019-02-14,Credit card
545-07-8534,C,Warsaw,Normal,Female,Health and beauty,122.472,2019-02-14,Ewallet
109-86-4363,B,Berlin,Member,Female,Sports and travel,441.588,2019-02-14,Credit card
150-89-8043,A,London,Normal,Male,Sports and travel,140.6475,2019-02-14,Cash
174-36-3675,C,Warsaw,Member,Male,Food and beverages,208.677,2019-02-14,Cash
235-46-8343,C,Warsaw,Member,Male,Food and beverages,290.43,2019-02-14,Credit card
321-49-7382,B,Berlin,Member,Male,Sports and travel,92.7255,2019-02-15,Credit card
372-94-8041,A,London,Normal,Male,Health and beauty,96.138,2019-02-15,Ewallet
285-68-5083,C,Warsaw,Member,Female,Sports and travel,77.931,2019-02-15,Credit card
394-43-4238,B,Berlin,Member,Male,Home and lifestyle,93.2925,2019-02-15,Credit card
400-80-4065,C,Warsaw,Member,Male,Health and beauty,287.91,2019-02-15,Credit card
227-78-1148,B,Berlin,Normal,Female,Fashion accessories,535.374,2019-02-15,Cash
873-95-4984,B,Berlin,Member,Female,Health and beauty,565.215,2019-02-15,Cash
234-36-2483,B,Berlin,Normal,Male,Health and beauty,362.817,2019-02-15,Cash
152-68-2907,A,London,Normal,Male,Food and beverages,164.43,2019-02-15,Credit card
305-03-2383,A,London,Normal,Female,Food and beverages,211.365,2019-02-15,Cash
431-66-2305,B,Berlin,Normal,Female,Electronic accessories,833.9625,2019-02-15,Credit card
136-08-6195,A,London,Normal,Female,Home and lifestyle,587.664,2019-02-15,Credit card
860-79-0874,C,Warsaw,Member,Female,Fashion accessories,1042.65,2019-02-15,Credit card
246-11-3901,C,Warsaw,Normal,Female,Electronic accessories,344.4,2019-02-15,Cash
710-46-4433,B,Berlin,Member,Female,Food and beverages,731.43,2019-02-15,Credit card
233-34-0817,C,Warsaw,Member,Female,Electronic accessories,103.782,2019-02-15,Cash
541-89-9860,C,Warsaw,Member,Female,Fashion accessories,253.512,2019-02-15,Cash
556-41-6224,C,Warsaw,Normal,Male,Health and beauty,282.576,2019-02-15,Credit card
497-36-0989,A,London,Normal,Male,Fashion accessories,163.611,2019-02-15,Cash
587-03-7455,C,Warsaw,Member,Female,Fashion accessories,718.7565,2019-02-16,Ewallet
408-66-6712,C,Warsaw,Member,Female,Health and beauty,300.573,2019-02-16,Ewallet
895-03-6665,B,Berlin,Normal,Female,Fashion accessories,345.0195,2019-02-16,Cash
598-06-7312,B,Berlin,Member,Male,Fashion accessories,95.9175,2019-02-16,Cash
873-14-6353,A,London,Member,Male,Food and beverages,182.427,2019-02-16,Credit card
133-77-3154,B,Berlin,Member,Male,Fashion accessories,252.756,2019-02-16,Credit card
273-84-2164,C,Warsaw,Member,Male,Electronic accessories,63.2625,2019-02-16,Ewallet
241-72-9525,B,Berlin,Normal,Male,Sports and travel,545.055,2019-02-16,Cash
634-97-8956,A,London,Normal,Male,Food and beverages,103.635,2019-02-17,Credit card
785-96-0615,B,Berlin,Member,Female,Electronic accessories,300.216,2019-02-17,Ewallet
201-63-8275,C,Warsaw,Member,Female,Sports and travel,499.7265,2019-02-17,Ewallet
590-83-4591,B,Berlin,Member,Male,Electronic accessories,550.935,2019-02-17,Credit card
131-70-8179,A,London,Member,Female,Health and beauty,290.0835,2019-02-17,Cash
612-36-5536,A,London,Member,Male,Food and beverages,680.064,2019-02-17,Credit card
123-35-4896,C,Warsaw,Normal,Female,Sports and travel,440.937,2019-02-17,Ewallet
389-25-3394,C,Warsaw,Normal,Male,Electronic accessories,62.0025,2019-02-17,Cash
636-48-8204,A,London,Normal,Male,Electronic accessories,181.44,2019-02-17,Ewallet
788-21-5741,A,London,Normal,Male,Fashion accessories,142.947,2019-02-17,Credit card
803-17-8013,A,London,Member,Female,Home and lifestyle,745.836,2019-02-17,Cash
420-11-4919,C,Warsaw,Member,Female,Food and beverages,374.7975,2019-02-17,Credit card
827-77-7633,A,London,Normal,Male,Sports and travel,926.9505,2019-02-17,Cash
787-15-1757,C,Warsaw,Member,Male,Health and beauty,185.094,2019-02-18,Ewallet
652-49-6720,C,Warsaw,Member,Female,Electronic accessories,63.9975,2019-02-18,Ewallet
278-97-7759,A,London,Member,Female,Electronic accessories,65.604,2019-02-18,Cash
849-09-3807,A,London,Member,Female,Fashion accessories,649.299,2019-02-18,Cash
354-39-5160,A,London,Member,Female,Home and lifestyle,216.846,2019-02-18,Cash
597-78-7908,C,Warsaw,Normal,Male,Fashion accessories,284.193,2019-02-18,Cash
764-44-8999,B,Berlin,Normal,Female,Health and beauty,30.996,2019-02-18,Ewallet
868-06-0466,A,London,Member,Male,Electronic accessories,657.5310000000002,2019-02-19,Credit card
449-16-6770,A,London,Normal,Male,Health and beauty,266.6475,2019-02-19,Credit card
629-42-4133,C,Warsaw,Normal,Male,Health and beauty,183.12,2019-02-19,Cash
272-27-9238,C,Warsaw,Normal,Female,Food and beverages,173.208,2019-02-19,Cash
409-33-9708,A,London,Normal,Female,Fashion accessories,206.808,2019-02-19,Ewallet
886-77-9084,C,Warsaw,Normal,Male,Electronic accessories,603.876,2019-02-19,Ewallet
752-23-3760,B,Berlin,Member,Female,Sports and travel,470.98800000000006,2019-02-19,Credit card
384-59-6655,A,London,Member,Female,Food and beverages,932.337,2019-02-19,Cash
183-21-3799,C,Warsaw,Normal,Female,Electronic accessories,733.6035,2019-02-19,Ewallet
692-92-5582,B,Berlin,Member,Female,Food and beverages,172.74599999999995,2019-02-20,Credit card
725-56-0833,A,London,Normal,Female,Health and beauty,339.36,2019-02-20,Credit card
779-42-2410,B,Berlin,Member,Male,Food and beverages,181.881,2019-02-20,Ewallet
311-13-6971,B,Berlin,Member,Male,Sports and travel,335.895,2019-02-20,Credit card
548-46-9322,B,Berlin,Normal,Male,Food and beverages,418.95,2019-02-20,Credit card
782-95-9291,A,London,Member,Male,Food and beverages,484.5225,2019-02-20,Credit card
848-95-6252,C,Warsaw,Member,Female,Home and lifestyle,90.5835,2019-02-20,Ewallet
458-61-0011,B,Berlin,Normal,Male,Food and beverages,253.26,2019-02-20,Cash
498-41-1961,B,Berlin,Normal,Male,Health and beauty,350.07,2019-02-20,Cash
546-80-2899,A,London,Member,Male,Home and lifestyle,79.149,2019-02-20,Ewallet
279-62-1445,C,Warsaw,Member,Female,Fashion accessories,13.167,2019-02-21,Cash
389-70-2397,C,Warsaw,Normal,Female,Health and beauty,439.215,2019-02-21,Cash
714-02-3114,C,Warsaw,Normal,Female,Sports and travel,207.48,2019-02-21,Cash
269-04-5750,B,Berlin,Member,Male,Fashion accessories,310.0440000000001,2019-02-21,Cash
319-74-2561,A,London,Member,Female,Electronic accessories,298.116,2019-02-21,Cash
503-21-4385,B,Berlin,Member,Male,Health and beauty,125.7165,2019-02-21,Ewallet
488-25-4221,C,Warsaw,Member,Female,Food and beverages,31.9305,2019-02-22,Credit card
864-24-7918,A,London,Member,Female,Sports and travel,257.145,2019-02-22,Cash
347-56-2442,A,London,Normal,Male,Home and lifestyle,69.111,2019-02-22,Cash
838-02-1821,C,Warsaw,Member,Female,Home and lifestyle,26.733,2019-02-22,Credit card
807-14-7833,A,London,Member,Female,Electronic accessories,182.91,2019-02-22,Ewallet
690-01-6631,B,Berlin,Normal,Male,Fashion accessories,183.645,2019-02-22,Ewallet
582-52-8065,B,Berlin,Normal,Female,Fashion accessories,513.2295,2019-02-22,Cash
777-67-2495,B,Berlin,Normal,Male,Home and lifestyle,217.2555,2019-02-22,Ewallet
831-64-0259,B,Berlin,Normal,Female,Fashion accessories,208.6875,2019-02-22,Ewallet
743-88-1662,C,Warsaw,Normal,Male,Sports and travel,701.8515,2019-02-22,Ewallet
837-55-7229,B,Berlin,Normal,Female,Fashion accessories,49.812,2019-02-22,Credit card
503-07-0930,C,Warsaw,Member,Male,Sports and travel,429.1665,2019-02-23,Credit card
274-05-5470,A,London,Member,Female,Food and beverages,308.574,2019-02-23,Cash
831-81-6575,B,Berlin,Member,Female,Electronic accessories,714.3255,2019-02-23,Cash
695-09-5146,B,Berlin,Member,Female,Food and beverages,311.1885,2019-02-23,Ewallet
729-46-7422,C,Warsaw,Normal,Male,Food and beverages,37.6845,2019-02-23,Credit card
190-14-3147,B,Berlin,Normal,Female,Health and beauty,75.47399999999998,2019-02-23,Ewallet
787-56-0757,C,Warsaw,Member,Female,Food and beverages,337.51199999999994,2019-02-23,Credit card
396-90-2219,B,Berlin,Normal,Female,Electronic accessories,125.664,2019-02-23,Cash
315-22-5665,C,Warsaw,Normal,Female,Home and lifestyle,772.38,2019-02-24,Ewallet
803-83-5989,C,Warsaw,Normal,Male,Home and lifestyle,351.099,2019-02-24,Ewallet
365-16-4334,B,Berlin,Normal,Female,Food and beverages,222.012,2019-02-24,Ewallet
186-43-8965,A,London,Member,Female,Home and lifestyle,100.128,2019-02-24,Credit card
380-60-5336,A,London,Normal,Female,Electronic accessories,422.73,2019-02-24,Credit card
242-11-3142,B,Berlin,Member,Male,Fashion accessories,175.917,2019-02-24,Cash
516-77-6464,C,Warsaw,Member,Female,Health and beauty,53.34,2019-02-24,Ewallet
692-27-8933,B,Berlin,Normal,Female,Sports and travel,365.085,2019-02-24,Cash
740-11-5257,C,Warsaw,Normal,Male,Electronic accessories,259.77,2019-02-24,Cash
834-83-1826,B,Berlin,Member,Female,Home and lifestyle,430.71,2019-02-25,Credit card
636-17-0325,B,Berlin,Normal,Male,Health and beauty,262.79400000000004,2019-02-25,Cash
505-02-0892,B,Berlin,Member,Male,Health and beauty,357.588,2019-02-25,Ewallet
511-54-3087,B,Berlin,Normal,Male,Sports and travel,92.8725,2019-02-25,Credit card
866-70-2814,B,Berlin,Normal,Female,Electronic accessories,554.295,2019-02-25,Ewallet
502-05-1910,A,London,Normal,Male,Health and beauty,205.317,2019-02-25,Credit card
308-81-0538,A,London,Normal,Female,Fashion accessories,306.81,2019-02-25,Credit card
735-06-4124,C,Warsaw,Normal,Male,Food and beverages,51.0405,2019-02-25,Cash
719-89-8991,A,London,Member,Female,Sports and travel,479.9025,2019-02-25,Ewallet
355-53-5943,A,London,Member,Female,Electronic accessories,433.692,2019-02-25,Ewallet
608-05-3804,B,Berlin,Member,Male,Electronic accessories,41.7375,2019-02-25,Cash
574-80-1489,B,Berlin,Member,Female,Food and beverages,263.97,2019-02-25,Ewallet
459-45-2396,A,London,Member,Female,Food and beverages,313.74,2019-02-25,Cash
871-79-8483,B,Berlin,Normal,Male,Fashion accessories,494.1825,2019-02-25,Credit card
275-28-0149,A,London,Normal,Male,Sports and travel,66.8745,2019-02-25,Cash
300-71-4605,C,Warsaw,Member,Male,Electronic accessories,451.71,2019-02-25,Ewallet
707-32-7409,B,Berlin,Member,Female,Sports and travel,401.268,2019-02-26,Ewallet
491-38-3499,A,London,Member,Male,Fashion accessories,58.2225,2019-02-26,Credit card
649-11-3678,C,Warsaw,Normal,Female,Food and beverages,216.6885,2019-02-26,Cash
437-53-3084,B,Berlin,Normal,Male,Fashion accessories,209.769,2019-02-26,Ewallet
518-71-6847,B,Berlin,Member,Male,Food and beverages,167.58,2019-02-26,Ewallet
702-72-0487,A,London,Normal,Female,Electronic accessories,97.881,2019-02-26,Credit card
477-24-6490,B,Berlin,Normal,Female,Health and beauty,628.173,2019-02-26,Ewallet
